text,spam
"lạy mấy ba mấy má , con người ta đã làm video giải trí cho mấy ba mấy má coi rồi , dume mở miệng ra là bảo người ta sân si , vô duyên vửa thôi",0
per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,0
"đúng . làm gì không quan trọng , quan trọng là bạn làm điều đó với ai",0
thề luôn con ngáo nó thích trêu mấy đứa sợ sợ như này =)),0
khổ thân em nó . ??,0
giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,0
ăn 1 đống tiền phạt có 5tr . tội lợi dụng tín ngưỡng để lừa đảo xem chừng nhẹ tội nhỉ .,0
tuyệt vời,0
mặt thằng mèo khó ở vãi,0
thương thương con =)) yêu ghê cơ ý cái mẹt hờn dỗi,0
"đến lúc yêu nhạt cực :) tao thề ! kiểu chán chán , muốn quay về đơn phương hơn",0
huhu sợ vãi luôn á,0
trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk,0
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,0
đây đây thiệt là hãm,0
"thương quá . giờ con đi học ở lại cả ngày thì hên xui thôi chứ biết làm sao , không ăn thịt heo thì ăn gì . mong sao có lệnh tạm dừng ăn thịt heo trong thời gian này cho các trường mầm non thì hay biết mấy .",0
xạo xạo ... thằng cải suốt ngày bị nó dụ,0
bộ phim việt lần đầu xem thấy hay cảnh quay đẹp !!,0
"đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))",0
xiên chết cụ nó đi,0
anh lấy đi niềm tin trả lại cho em những gì,0
nhìn vậy nhớ ông ngoại quá 😞,0
"hôm nay ai có vàng bán hết đi , tuần sau mua lại , lời vãi .",0
ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),0
có ai thấy tởm nhưng vẫn coi hết video như tao không 😌😌,0
tàn nhang là xác định nhá ??????,0
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,0
khá quá nhể :))),0
êu khiếp chứ thế này chết cả gái lẫn zai thôi,0
per bữa nào làm thử mày,0
nhưng kp cười với mày đâu :) ảo tưởng vãi,0
kinh vãi,0
"casino trực tuyến phú quốc hoan nghênh bạn, kết bạn zalo gái xinh, nhận ngay 200k ! www.470420.com  zalo: 0584758435",1
đm cười ĩa,0
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,0
dù cậu làm tôi tổn thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu,0
giọng không nhìn màn hình tao tưởng là ông bà già nào trên 60 tuổi đang nói á .,0
"cái này dùng con kiến to to mới có vị chua , còn cái loại kiến này làm màu không tác dụng gì",0
thật là đáng sợ,0
"không chỉ bướng , mà còn rất lười :(",0
cảm động người thầy đưa học sinh đi làm hồ sơ 🙄,0
"Trong trường hợp anh bị say đắm bởi vẻ đẹp quyến rũ của em (hoặc những vẻ đẹp tương tự của em), anh khẳng định anh không liên hệ bởi bất cứ một cô gái khác nào trong nhóm này, có lẽ trái tim của anh chỉ dành cho em. Anh cũng xin khẳng định anh không hề có thể yêu một cô gái nào khác khi đã yêu em..",1
chuẩn,0
per bố mày nhắn tin rồi cái con cặc gì mày cũng cho thằng em mày xem,0
lớn lên sẽ rất đẹp chaiii ??,0
cho ngay cốc bia vào mặt . nhố nhăng,0
sao nó tìm được nhỉ 🤔,0
yêu thế nhè 😍😍😍 có em gái chắc cũng vui lắm,0
song rồi em để lại anh một cái sừng 10 phân là ít,0
bắt được rồi cho bọn này đi chết đi để chúng nó sốn rồi làm hại người khác,0
giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??,0
cuộc sống mà =)),0
nhìn mặt thấy hãm buồi rồi .,0
ổng múa đẹp thiệt chứ bộ .,0
chấm cho tôi lên top đi mà :v,0
per đừng ảo tưởng nhé,0
mấy chị làm chung rất ư là dễ thương luôn,0
"vậy thì tao sẽ ước mơ là các nhà thơ đừng bao giờ xài ẩn dụ , chơi chữ :) đã ngu văn còn bắt phân tích thấy mẹ luôn",0
tránh xa tao ra,0
"Sđt của t là 0826 chứ k phải 0926, sửa lại giúp với",0
trừ chết ra thì mọi chuyện đều có thể giải quyết 💪,0
"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi .",0
mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :)))),0
y tế 24tr tháng á ???? kinh vầy ???,0
"cái kết thật bất ngờ , không thể đoán được vậy",0
"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền",0
thông minh :v,0
hơi bị nhanh trí :)),0
học xong lớp 12 tao chỉ mong 1 đều đừng bao giờ có họp lớp :))),0
cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂,0
"cần gì xa hoa đâu , thế này là hạnh phúc , thấy thương và ngưỡng mộ ông bà quá",0
wtf nắng rồi mà @@,0
"Em ban so giong 6-9 so  AC:0815.496.000 So Giong 6 deb 9 so A/C,  Gia Ban : 600,000 Lien he: 0911929999",1
bố mày lậy chúng mày đấy,0
"giờ đây chúng ta , những con người của ngày ấy giờ không còn nữa ... những lời nói về mai sau nhưng ta đâu ngờ sau này chúng ta càng trở lên xa lạ",0
bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù,0
tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi 😘😘😘😘,0
câu chuyện thật cục súc :),0
ui mấy ông tướng men nì từ bé luôn nhỉ . đáng yêuc chết được 🥰🥰🥰,0
per nghe rồi ngủ đi em,0
cần phải tỉnh táo,0
má :))) đoạn đeo mặt nạ kinh dị vkl :)),0
cai lo xô tôi đang xài mỗi ngày,0
per mày cũng có tình yêu từ nơi đây phải không ?,0
dù có sống được mấy đời thì cũng nợ mẹ cha trọn cả mấy đời .,0
per nhịn ăn để đi,0
xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,0
"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn trộm mà vào thì chạy đằng trời với nó , cả bầy lao ra quạt với táp , khi gia đình vác gậy chạy ra thì thằng ăn trộm nó ôm cây trên tít cành cao , áo quần tóc tai lủng máu me tè le . gia đình phải cứu ăn trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng rào dí theo ăn trộm . phải nói dí bao dai mà cục súc vê lờ .",0
bao năm giải phóng như thế này phải không anh,0
đang thất tình mà dume cứ bắt đi bán xoài @@,0
"nếu không làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh hưởng đến uy tín , danh dự , nhân phẩm của chị em trong ngành . 😌",0
em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,0
bây giờ gọi hành hiếmkkk,0
hahahaha,0
ko bằng con 🐕,0
bếp củi 😂😂😂,0
ai biết bài nhạc đoạn này không ?,0
per đó đi chơi nhiều dô hỏi sao da đen -.-,0
trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv,0
thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy,0
tôi từng được sống . nhưng đấy là truyện của năm ngoái rồi,0
tự nhiên muốn có con 😐 dume,0
đề kháng của tao với mọi loại thính rồi cơ 😂,0
per gặp thần tượng mỗi ngày kkk,0
mày xây luôn đi chắn biển cho tao . xây xomg muốn viết lồn gì thì viết,0
"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",0
thói ích kỷ,0
"chồng biết không , hihi",0
"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi",0
phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba,0
dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,0
per lên lịch hẹn hò nhanh,0
có ai vừa coi mà thấy phê phê cái lỗ tai giống tôi không ?? 😀,0
ông thầy cục súc vãi lol,0
bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu,0
chúc mừng,0
đáng iêu vãi =]],0
tui nhớ anh quá à :(((,0
gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa,0
t nghĩ thợ chụp đéo có tâm bằng thợ make đăng và thợ photoshop đâu,0
chắc gái xấu :p,0
a cũng ở trong đây à,0
tao ho rụng hết tóc rồi 😭,0
"giả bộ vô tình gặp nhìn lén rồi đi , lại còn tìm hiểu cả gia phả người ta nữa chứ ... một thời ngu ngốc đáng yêu .",0
"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'(",0
tao tưởng tới đoạn per tuyên bố hôn nụ hôn chia tay chứ … ai ngờ kết quả lại khác bây,0
không những hạnh phúc tao còn cứng nữa :)),0
gắn bó thời sinh viên nè,0
đó là dấu hiện của sự trưởng thành =))))))))),0
khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂,0
tại trà sữa làm tao mập chứ tao có muốn đâu :(,0
"ngu bỏ mẹ ... làm giàu cho bọn bán vàng thì có , trước mắt thần tài đến các tiệm vàng , còn mấy thằng mua , thần tài chưa thấy đâu vì vài ngày sau vàng sẽ tụt giá chắc chắn sẽ lỗ mẹ nó rồi ..( lỗ 3 cái : giá tụt , giá mua vào và tiền công nếu là vàng thời trang ) - còn cái kiểu chơi bời không lo làm ăn , chỉ có làm biếng mà hàng tháng cứ cầm 3 cây nhang khấn vái thần tài mong tài lộc tới thì có cái lol ý ..",0
nhưng tôi đéo có bạn trai thì phải làm sao ?,0
chưa nhớ vụ công viên nước hồ tây à :)) mấy con chó đực nứng dái,0
per mới bắt đầu tuần thánh mà chúa ơii,0
ai giúp bé với hix,0
mợ không gọi công an phường đến cẩu đi .,0
lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,0
đúng rồi con gái là vậy mà kkk,0
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy =]],0
"3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói :"" tôi yêu em """,0
"tuyệt với , ước mơ hồi nhỏ của tôi đã được cậu bé này thực hiện",0
có gì đâu bé vậy mới cool đó anh thích 😉😉😉,0
đứng trụ điện mới lạ chứ,0
nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :),0
ý thức tồi,0
per gần nhà c ơi . hic hic,0
"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò",0
3 thằng ngốc . xem ý nghĩa lắm,0
tao quen rồi 😌,0
nhìn giống mấy đặc vụ của cia . sợ thế :)),0
khóc muốn rơi cả mắt,0
năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄,0
đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,0
bên trung về mảng tuyên truyền đỉnh ghê luôn á,0
đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((,0
Quán bọn em 180000 đồng 1 ng buffet lẩu thái a ạ. ,0
per đừng hỏi tao nữa,0
ngày tao chia tay tao khóc quá trời luôn,0
"phục nhất ông cưa móng tay mà không cần đeo bao tay và đeo khẩu trang , gặp tao là tao ói ngay từ khi thấy bộ móng này rồi .",0
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",0
đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa 😂😂😂,0
sớm chút nữa có lẽ đã khác rồi đúng không ?,0
per b trà ơi . năm nay là pải mạnh dạn và bất chấp nhé 🤣🤣🤣,0
"ôi mệt quá , một ngày buồn tẻ",0
"Tôi cần vay 1 khoản kha khá đấy khoảng 10/03 mới trả được, tầm 400k, 12 ngày nữa",0
bác sĩ mất dạy,0
đơn giản 🙂,0
lấy vợ xong đã đầu tư được cái váy với cái vương miện rồi,0
trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng,0
nhớ thời ở ký túc xá quá đi per,0
bó tay . lại khiển trách . rút kinh nghiệm,0
ăn bớt của trẻ vậy mà bị khiển trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức quyền ăn trộm ổ bánh mì phải đi tù còn có chức ăn 150trieu thì bị khiển trách thôi,0
chứ còn con mẹ gì nữa 😔,0
sao cái gì em cũng biết vậy :))),0
per =))))) đúng kiểu sáng tạo :)),0
biết đâu mưa xuống ổng ấy lại hết ngáo ??????,0
lũ người nhu nhược :),0
ho mà vỡ xương kể ra trên đời lắm chuyện lạ vãi,0
đéo hiểu chó hay người .,0
t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,0
nó mới ghé nhà tao đây :)),0
thế là dấu ấn lịch sử và hình tượng thằng gù nhà thờ đức bà của nước pháp đã thành tàn tro :(,0
"dùng iq xíu đi mấy má , người ta đang mô tả tình yêu của người ta",0
"gặp chị này ngoài đời rồi , giọng nhẹ mà hiền lắm nuôn ❤",0
súc vật dume,0
"cái đáng nói là chủ không có thương , dòm em husky này ốm nhom , mắt lờ đờ thấy tội lắm",0
cái miệng nó nhanh hơn cái não,0
mắc dại thiệt chứ,0
ha ha ❤️ chất lắm,0
tuy hơi fail 1 chút nhưng rất có năng khiếu lớn lên không chừng làm ca sĩ ấy chứ đừng đùa,0
"ở trên mái sảnh nhà tao cũng có một con nhện mẹ tao bảo tao giết nó ( hờ hờ ) , còn bố tao bảo "" mày cứ đi qua là nó rơi giữa đầu """,0
thế em ăn anh được không ?,0
ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,0
cảm thấy mình thất bại :((,0
trách ai bây giờ đây huhu,0
đáng yêuc vãi anh ơi,0
"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi",0
thật tuyệt vời !,0
nhưng những người làm trong các ngành này không mấy ai có nhiều nhà to và nhiều đất đai,0
per đem rác về nhà vứt luôn haha,0
ko nghe lời vợ mới là mấu chốt :),0
1 năm không biết bao nhiêu lần x - quang :(,0
tao thấy con mèo xinh hơn,0
nóng quá nên đổ lên cho mát thôi mà :)),0
thì nhìn đám học sinh trong lớp là biết cô dạy kiểu gì rồi đấy .,0
bé gái đáng yêu quá ??,0
"mình từng chứng kiến trong lúc khám bệnh , con nói chuyện mẹ mà như bà nói chuyện với cháu .",0
"Quy khach co 208.701 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",0
"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ",0
"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định",0
may là tao dán kính cường lực,0
thấy topic đúng tâm trạng quá .,0
sao tao ghét mấy cái tiếng cười của bọn khựa vãi mà video lồn nào cũng nge,0
mấy lần đi ngang hết hồn,0
"đúng rồi , tưởng vậy nhưng hóa ra không phải ...",0
thật đáng sợ,0
vậy nên phải lịch sự và thổ con mẹ nó lộ với cả đống người chúc mừng mày thành trò cười thiên hạ,0
gần có tiền để mua,0
"sản phẩm tốt đấy , có tính ứng dụng cao",0
tôi rất mong sử phạt giao thông cũng mạnh tay như thế nào thì tốt,0
lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?,0
còn quá nhiều mảnh đời bất hạnh ☹️,0
"ước mơ của tao , thích vẽ lắm luôn , nhưng mỗi tội vẽ xong cho lên màu thì lại tệ 🙄",0
per tao cứ thấy giống giống mày :))))),0
"Chi-tu 7 ty S0.huu BT dao Ecopark 100% view S0NG.DT 270-450m2-Ban*Giao 6/2020,CK 15%,HTLS 0%  36thang.GOl 0964793185 .Chuc quy khach vui ve!EuIBENvm",1
vẫn xinh phết nhỉ ??,0
"cái này ở shop đồng giá 40k aeon có nè , tê tới dái luôn",0
đó là lý do tao chỉ muốn điện thoại là phương tiện liên lạc . không phảu phương tiện chứa đựng bí mật,0
cười ỉa phút 1 : 11,0
cha mẹ cho ta cả cuộc đời rồi còn than gì nữa,0
hôm qua tao xem xong ngất xỉu tới giờ mới tĩnh chúng mày ạ 😌😌😌,0
"và cứ mỗi lần mày muốn thấy crush cười , mày lại chạy lại cái gương",0
trời ơi cái đoạn này em khóc tu tu luôn 😪.. trong khoảnh khắc rời xa một ai đó mãi mãi cơn đau thấu ngực trái huhu,0
dự là sắp có án mạng xảy ra 😂,0
per my nè kkk,0
nhìn nữa sao . hỏng yêu đi . cho doi . vui vẻ,0
thất vọng và áp lực tích tụ hằng ngày với tao,0
ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,0
các bác bình luận ở đây cũng có khác gì họ đang ngồi chửi nhà nước không,0
có người yêu thì vẫn ăn bánh trung thu nhé . bánh trung thu là thứ tồn tại duy nhất . có em hay không không quan trọng,0
"Chị bảo, hình như giáp mới mua con ip15 20tr=)))",0
là tôi tôi cũng tát vỡ mồm nó ~~,0
má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨,0
mới ho mà đã như thế nào thì lấy chồng chắc sống trong bệnh viện cả đời mất thôi,0
eo ....,0
"hôm bữa đi ngang qua , thấy hết con mẹ nó hồn",0
"Chồng yêu ơi Minh Bình Hoàng đây hôm nay là ngày 22/5 rồi này. Tròn một tháng chúng mình yêu nhau. Ba mươi ngày yêu, chồng biết không 30 ngày không phải là thời gian dài nhưng vợ hạnh phúc biết nhường nào chồng ạ. Hạnh phúc vì tất cả. Hạnh phúc vì được ở bên chồng này, hạnh phúc được nghe những lời yêu thương từ chồng, hạnh phúc lắm, ngày ngày được chồng quan tâm, được chồng lo lắng, ngày ngày được chồng nhắc nhở uống thuốc, nhắc nhở học bài, nhắc nhở đi ngủ sớm nữa. Thích lắm ạ. Hạnh phúc là được khi khi được nghe chồng nói yêu em , yêu em nhiều lắm, em thích lắm. Lúc chồng gọi em là ""Tròn ơi, anh bảo này"". Sao chồng gọi vợ với nhiều biệt danh như thế ""nào là vợ Tròn, sữa chua yêu ??, vợ Hăm, vợ Hấp, rồi nhiều lúc lại còn bà Tiên, kho báu. Song những lúc cãi nhau chúng mình lại còn ông với bà. Vợ thích lắm lúc chồng cười nhớ và hạnh phúc hơn nữa khi nụ cười ấy dành cho vợ. Hihi những những gì em có là bố mẹ em cho, còn cái hạnh phúc to to là do chồng mà có. Chồng ơi chồng có vui không, chồng có hạnh phúc không khi có em, khi được ở bên em và em biết là có mà. Những gì... À chồng này 1 tháng 2 tháng 3 tháng chả mấy chốc mà mười năm đâu, mình hãy cùng nắm tay nhau cùng nắm tay nhau đi hết con đường phía trước rồi ừm và mãi hạnh phúc chồng nhé. Em gửi nắng gửi gió để nói lói lày những lọ những lời này với chồng để chồng biết rằng Em yêu chồng nhiều lắm. I love you chiu chiu",1
bố mẹ cho ta đx tồn tại trên cuộc đời này biết nhận thức thì tự đi lên từ đôi tay của mình nhé 😘,0
per hôn nhẹ lên má nha 🤣,0
:) thế trong trường hợp này thì sao ? có nhiều xe lắm đâu cụ,0
người gì đâu mà đẹp trai hết sức !,0
bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối,0
thớt là gu của tôi :))) yêu quá hiuhiu,0
"per lắp đi , chứ tốn tiền điện thoại lắm",0
ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,0
thật đúng đắn khi đã follow page này !,0
trường gửi điểm về và mẹ cũng điện chửi :(,0
dễ thương ghê ! làm mình nhớ các cậu bạn cùng lớp hồi học cấp 2 quá !,0
tao thích bài này lắm luôn ý,0
"Hello mấy thằng trong group, tao mới vào group nên tao nói cho hiểu Tao dạo này không được vui, công việc áp lực nên tao sẽ hơi cay cú, bởi thế nên: - Thằng nào chọc tao là tao mách mẹ - Thằng nào bắt nạt tao? Tao sẽ tức và khóc tiếng của chó, sau đó khóc với mẹ - Thằng nào cù nhây tao? Tao vẫn sẽ giãy đành đạch lên và mách mẹ, ồ và tất nhiên là tao sẽ kiện vì cái tội Nhây với người khuyết tật Rõ chưa? Rõ rồi thì ok, cứ hoạt động bình thường đi, thỉnh thoảng tao nhây với bọn mày xíu",1
nó mà nhập viện thì xong đời tao . n 😂😂,0
chỉ tại tôi không nói nên không còn cơ hội,0
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,0
đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,0
người ngoài hành tinh đi học tiếng anh rồi à vãi,0
thứ mất dạy,0
"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn",0
chiều mưa hứa tự sẽ tự đi mua đôi giầy mới 😂,0
lâu lâu tự nhiên ghen mặc dù đéo là gì của nhau 🙃🙃🙃,0
"Mấy ông bị mù à Tôi nói là ít ng lớn nào để avatar anime thôi chứ có cấm đéo, đéo đọc thì thôi chứ cứ phải xồn xồn lên làm cái đéo j Với bớt trẩu dùm cái nha, mấy ông k8,k9,k10 có khi k11,12 mà vô coment kiểu "" tao lớp 10,11, cấp 3,đại học, đi làm vẫn để avatar anime đấy có sao ko"" Ủa?? Cấp 3,đại học ,đi làm thì vô group 2k9 làm cái đéo j Rồi tui hỏi nó bằng chứng đâu , nó kêu mắc cái đéo j tao phải khai thông tin cá nhân cho 1 thằng trẻ trâu như mày Ủa, có thì khai mẹ ra luôn ik , khai cũng có mất cái đéo j của nhà m ko, im lặng ko nói chi cho ng ta khinh Với tôi chỉ kêu là ít ng để chứ có cấm đâu Mấy ông ko chịu đọc coment của tôi mà cứ nói như là mấy ông đúng v R còn mấy ông, rõ ràng là để avatar ko phải là anime mà vô coment như mẹ thiên hạ vậy Với mấy ông avatar hoạt hình mà vô coment là tao thích để v đấy làm sao Vãi có liên quan đéo j đâu mà sủa dữ v Còn có mấy ông ko để avatar, lúc trước để anime mà bây h ko thích để Vậy thì đọc bài của tui ik có đúng ko, lớn thì tự động ko thích để avatar anime nữa Tui nói đúng quá còn j. Ko chịu động não mà còn ngồi đó nói Với lại những ng cấp 3 trở lên mà nếu họ tự ti về bản thân thì học sẽ để avatar khác chứ ít ai để anime lắm Vd Game Xe pkl Đồ ăn Ảnh trên mạng.... Thiếu j avatar để đặt Mà sao cứ phải thế nhờ Có mấy ông cấp 3 nói chuyện trẩu vãi nồi mà cứ nghĩ mik trưởng thành á ,xin lỗi các ông chứ trưởng thành ko ai tính bằng tuổi các ông ạ ,có mấy ng 30 tuổi r mà còn lên fb thể hiện là ta đây ngầu lòi các thứ, ngta vẫn ko nói j mà tôi chỉ nêu ra quan điểm cá nhân thôi mà các ông cứ làm lớn chuyện lên , Chi v?? ,Những cái đó ko giúp các bn ngầu hơn nó chỉ để bọc lộ sự trẻ trâu bên trong các bn Mik xin nói v thôi chứ các bn nghĩ j thì tùy các bn.",1
nhắn mà ấm lòng nhờ :))) ra gặp anh shipper đẹp trai nữa thì chủ thớt rụng hết buồng trứng :))),0
chơi vậy ai chơi,0
có biết bao người có mảnh đời như vậy !,0
tao xem mà cứ sợ nó ngã vãi 🙂,0
nó đang lợi dụng mày,0
tán gái hay vãi,0
nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,0
nghe quả tên nó đã khét vãi rồi . :))),0
wow đỉnh quá,0
add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂,0
"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn :,((",0
bẩn quá,0
mặt dày lại ôm cứng ngắt cho chị . 😆,0
cuộc sống mà .. ghi không được thì thôi . sao mấy bạn chửi người ta dữ vậy,0
"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu",0
"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk",0
hú hồn con chồn chạy ngang 😑,0
tao chả bao giờ làm thế,0
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,0
tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !,0
nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :)),0
dỗ lại dễ thôi mà . nhỉ nhỉ 🤣🤣🤣,0
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,0
giá mà có ai để giận :v,0
mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó,0
nhìn là thấy nóng rồi,0
chuẩn bị kiểm tra hình huhu :((,0
thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú,0
phận làm trai nào sung sướng gì 😂,0
"thì rõ ràng là bịa mà , cơ bản để cảnh tỉnh suy nghĩ của con người hiện nay thôi bạn",0
chụp không biết bao nhiêu lần rồi,0
đúng rồi . trái tim thảo mai này dễ rung động lắm nên các anh hay cả các chị và các bạn đừng thả thính em . em đập cho 😭,0
có gì đó sai sai ??,0
đm lừa đảo hằng năm cả trăm tỉ . giờ phạt có 5 triệu :))) chán vãi,0
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),0
"nhiều người nói con này giả ngu câu thích , nhưng xem lại nhiều lần thấy nó ngu thiệt chứ không phải giả bộ",0
má chắc gặp tao chạy mất giày,0
sởn gai ốc với chị ấy,0
thằng nào sửa xe này dễ đau tim mà chết lắm . :)). nhất là những thằng sợ rắn .,0
mày chặt một tay đi cho dễ nhớ,0
mặt nạ chứ không phải mặt lạ nhé . ngọng thế mà cũng lấy được vợ ????,0
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,0
"đéo biết ong rừng thật không nhưng đổ mà bắt em dọn thế à , xách mông xuống dọn đi .",0
thành phố tao nhiều người còn dân trí thấp là sao ? bố con dở người,0
"per nhớ ngày tháng cta bên nhau ghê , giờ thì chả còn gì",0
phim hay vãi ấy xem lâu lắm rồi,0
per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭,0
anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️,0
hay lắm cậu bé,0
ngày xưa mẹ tao dạy ở miền núi . năm tao học lớp 3 lần đầu tiên lên trường với mẹ . đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót vót cả tiếng không dám xuống .,0
Có 200k nọ giấu trong tập sách để chuẩn bị mua các thứ mà mẹ dọn bàn thu mất rồi 😭😭😭,0
em này xinh vãi các bác ạ .,0
tụi nhỏ dễ thương quá,0
